id_record,source,fecha_scrape,placa,marca,modelo,anio,kilometraje,climateSystem,ciudad,transmision,motor,fuelType,traccion,color,motor,transmision,direccion,interiorType,typePago,descripcion,fecha_ingreso,color,motorType,productId,url,json
1974593,patiotuerca,2026-08-20T21:28:16Z,,Toyota,NEW HILUX 2.4 CD 4X4,2019,150300,Aire Acondicionado,Cuenca,Manual,2400 CC,ND,4 x 4,Rojo,2400 CC,Manual,Hidráulica,Tela,Negociable,,2026-08-20T21:28:16Z,Rojo,ND,1974593,https://ecuador.patiotuerca.com/vehicle/autos-toyota-new-hilux-2-4-cd-4x4-cuenca-2019/1974593,"{""id_record"": ""1974593"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""150.300 Kms"", ""Publicación"": ""#1974593"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$45.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1974593"", ""Marca"": ""Toyota"", ""Modelo"": ""NEW HILUX 2.4 CD 4X4"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""150.300 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Rojo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Cilindraje"": ""2400 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-toyota-new-hilux-2-4-cd-4x4-cuenca-2019/1974593""}"
1970948,patiotuerca,2026-08-20T21:28:16Z,,Volkswagen,AMAROK BI,2019,84000,Aire Acondicionado,Cumbayá,Manual,2.0 BI TURBO CC,Diesel,4 x 2,Negro,2.0 BI TURBO CC,Manual,ND,Tela,Negociable,,2026-08-20T21:28:16Z,Negro,ND,1970948,https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-amarok-bi-cumbaya-2019/1970948,"{""id_record"": ""1970948"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Cumbayá"", ""Recorrido"": ""84.000 Kms"", ""Publicación"": ""#1970948"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$24.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1970948"", ""Marca"": ""Volkswagen"", ""Modelo"": ""AMAROK BI"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""84.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Negro"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Tapizado"": ""Tela"", ""Combustible"": ""Diesel"", ""Cilindraje"": ""2.0 BI TURBO CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-amarok-bi-cumbaya-2019/1970948""}"
1974822,patiotuerca,2026-08-20T21:28:16Z,,Volkswagen,Virtus,2019,150000,Aire Acondicionado,Quito,Manual,1600 CC,Gasolina,ND,Blanco,1600 CC,Manual,ND,ND,Negociable,,2026-08-20T21:28:16Z,Blanco,ND,1974822,https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-virtus-quito-2019/1974822,"{""id_record"": ""1974822"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""150.000 Kms"", ""Publicación"": ""#1974822"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$13.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1974822"", ""Marca"": ""Volkswagen"", ""Modelo"": ""Virtus"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""150.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1600 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-virtus-quito-2019/1974822""}"
1978703,patiotuerca,2026-08-20T21:28:16Z,,BMW,M 240i,2019,24000,ND,Quito,ND,ND,ND,ND,ND,ND,ND,ND,ND,Negociable,,2026-08-20T21:28:16Z,ND,ND,1978703,https://ecuador.patiotuerca.com/vehicle/autos-bmw-m-240i-quito-2019/1978703,"{""id_record"": ""1978703"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""24.000 Millas"", ""Publicación"": ""#1978703"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$53.990 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1978703"", ""Marca"": ""BMW"", ""Modelo"": ""M 240i"", ""Subtipo"": ""Coupé"", ""Recorrido"": ""24.000 Millas""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-bmw-m-240i-quito-2019/1978703""}"
1981595,patiotuerca,2026-08-20T21:28:16Z,,Chevrolet,BEAT PREMIER,2019,80930,Aire Acondicionado,Manta,Manual,ND,Gasolina,4 x 2,Plomo,ND,Manual,ND,ND,Negociable,,2026-08-20T21:28:16Z,Plomo,ND,1981595,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-beat-premier-manta-2019/1981595,"{""id_record"": ""1981595"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Manta"", ""Recorrido"": ""80.930 Kms"", ""Publicación"": ""#1981595"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$10.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981595"", ""Marca"": ""Chevrolet"", ""Modelo"": ""BEAT PREMIER"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""80.930 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Plomo"", ""Transmisión"": ""Manual"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-beat-premier-manta-2019/1981595""}"
1970204,patiotuerca,2026-08-20T21:28:16Z,,Chevrolet,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,2019,140372,Aire Acondicionado,Cuenca,Manual,2999 CC,Diesel,4 x 4,Negro,2999 CC,Manual,Hidráulica,Tela,Negociable,,2026-08-20T21:28:16Z,Negro,4JJ1,1970204,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-d-max-crdi-ac-3-0-cd-4x4-tm-diesel-cuenca-2019/1970204,"{""id_record"": ""1970204"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""140.372 Kms"", ""Publicación"": ""#1970204"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$36.990 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1970204"", ""Marca"": ""Chevrolet"", ""Modelo"": ""D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""140.372 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Negro"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Diesel"", ""Cilindraje"": ""2999 CC"", ""Tipo de motor"": ""4JJ1""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-d-max-crdi-ac-3-0-cd-4x4-tm-diesel-cuenca-2019/1970204""}"
1981620,patiotuerca,2026-08-20T21:28:16Z,,Chevrolet,DMAX CRDI 3.0 4X4 TM DIESEL,2019,80000,Aire Acondicionado,Cuenca,Manual,3000 CC,Diesel,4 x 4,Plata,3000 CC,Manual,Hidráulica,Tela,Negociable,,2026-08-20T21:28:16Z,Plata,3000,1981620,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-dmax-crdi-3-0-4x4-tm-diesel-cuenca-2019/1981620,"{""id_record"": ""1981620"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""80.000 Kms"", ""Publicación"": ""#1981620"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$38.500 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981620"", ""Marca"": ""Chevrolet"", ""Modelo"": ""DMAX CRDI 3.0 4X4 TM DIESEL"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""80.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Diesel"", ""Cilindraje"": ""3000 CC"", ""Tipo de motor"": ""3000""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-dmax-crdi-3-0-4x4-tm-diesel-cuenca-2019/1981620""}"
1981175,patiotuerca,2026-08-20T21:28:16Z,,Chevrolet,Spark GT,2019,75910,ND,Ambato,ND,ND,ND,ND,Rojo,ND,ND,ND,ND,Negociable,,2026-08-20T21:28:16Z,Rojo,ND,1981175,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-gt-ambato-2019/1981175,"{""id_record"": ""1981175"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Ambato"", ""Recorrido"": ""75.910 Kms"", ""Publicación"": ""#1981175"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$10.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981175"", ""Marca"": ""Chevrolet"", ""Modelo"": ""Spark GT"", ""Subtipo"": ""Hatchback (5 Puertas)"", ""Recorrido"": ""75.910 Kms"", ""Color"": ""Rojo""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-gt-ambato-2019/1981175""}"
1959045,patiotuerca,2026-08-20T21:28:16Z,,Chevrolet,Spark GT LTZ,2019,244000,Aire Acondicionado,Guayaquil,Manual,1200 CC,Gasolina,4 x 2,Rojo,1200 CC,Manual,Electrónica,Tela,Negociable,,2026-08-20T21:28:16Z,Rojo,ND,1959045,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-gt-ltz-guayaquil-2019/1959045,"{""id_record"": ""1959045"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Guayaquil"", ""Recorrido"": ""244.000 Kms"", ""Publicación"": ""#1959045"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$11.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1959045"", ""Marca"": ""Chevrolet"", ""Modelo"": ""Spark GT LTZ"", ""Subtipo"": ""Hatchback (5 Puertas)"", ""Recorrido"": ""244.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Rojo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1200 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-gt-ltz-guayaquil-2019/1959045""}"
1964800,patiotuerca,2026-08-20T21:28:16Z,,Chevrolet,Spark GT LTZ,2019,121000,Aire Acondicionado,Guayaquil,Manual,1200 CC,Gasolina,4 x 2,Blanco,1200 CC,Manual,Electrónica,Tela,Negociable,,2026-08-20T21:28:16Z,Blanco,ND,1964800,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-gt-ltz-guayaquil-2019/1964800,"{""id_record"": ""1964800"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Guayaquil"", ""Recorrido"": ""121.000 Kms"", ""Publicación"": ""#1964800"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$11.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1964800"", ""Marca"": ""Chevrolet"", ""Modelo"": ""Spark GT LTZ"", ""Subtipo"": ""Hatchback (5 Puertas)"", ""Recorrido"": ""121.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1200 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-gt-ltz-guayaquil-2019/1964800""}"
1981534,patiotuerca,2026-08-20T21:28:16Z,,Citroen,BERLINGO B9 N2,2019,134671,Aire Acondicionado,Quito,Manual,1600 CC,Diesel,4 x 2,Blanco,1600 CC,Manual,Hidráulica,Tela,Negociable,,2026-08-20T21:28:16Z,Blanco,ND,1981534,https://ecuador.patiotuerca.com/vehicle/autos-citroen-berlingo-b9-n2-quito-2019/1981534,"{""id_record"": ""1981534"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""134.671 Kms"", ""Publicación"": ""#1981534"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$11.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981534"", ""Marca"": ""Citroen"", ""Modelo"": ""BERLINGO B9 N2"", ""Subtipo"": ""Furgoneta"", ""Recorrido"": ""134.671 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Diesel"", ""Cilindraje"": ""1600 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-citroen-berlingo-b9-n2-quito-2019/1981534""}"
1961668,patiotuerca,2026-08-20T21:28:16Z,,Ford,F150 Raptor AC,2019,110000,Aire Acondicionado,Cuenca,Automática,3500 CC,Gasolina,4 x 4,Vino,3500 CC,Automática,Hidráulica,Cuero,Negociable,,2026-08-20T21:28:16Z,Vino,3.5,1961668,https://ecuador.patiotuerca.com/vehicle/autos-ford-f150-raptor-ac-cuenca-2019/1961668,"{""id_record"": ""1961668"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""110.000 Kms"", ""Publicación"": ""#1961668"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$90.000 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1961668"", ""Marca"": ""Ford"", ""Modelo"": ""F150 Raptor AC"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""110.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Vino"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""3500 CC"", ""Tipo de motor"": ""3.5""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-ford-f150-raptor-ac-cuenca-2019/1961668""}"
1944966,patiotuerca,2026-08-20T21:28:16Z,,Ford,F150 Raptor AC,2019,117000,Aire Acondicionado,Quito,Automática,3500 CC,Gasolina,4 x 4,Rojo,3500 CC,Automática,Hidráulica,Cuero,Negociable,,2026-08-20T21:28:16Z,Rojo,V6,1944966,https://ecuador.patiotuerca.com/vehicle/autos-ford-f150-raptor-ac-quito-2019/1944966,"{""id_record"": ""1944966"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""117.000 Kms"", ""Publicación"": ""#1944966"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$85.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1944966"", ""Marca"": ""Ford"", ""Modelo"": ""F150 Raptor AC"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""117.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Rojo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""3500 CC"", ""Tipo de motor"": ""V6""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-ford-f150-raptor-ac-quito-2019/1944966""}"
1946567,patiotuerca,2026-08-20T21:28:16Z,,Ford,F150 XLT SC,2019,95726,Aire Acondicionado,Cuenca,Automática,3300 CC,Gasolina,4 x 4,Blanco,3300 CC,Automática,Hidráulica,Tela,Negociable,,2026-08-20T21:28:16Z,Blanco,3.3,1946567,https://ecuador.patiotuerca.com/vehicle/autos-ford-f150-xlt-sc-cuenca-2019/1946567,"{""id_record"": ""1946567"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""95.726 Kms"", ""Publicación"": ""#1946567"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$42.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1946567"", ""Marca"": ""Ford"", ""Modelo"": ""F150 XLT SC"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""95.726 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""3300 CC"", ""Tipo de motor"": ""3.3""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-ford-f150-xlt-sc-cuenca-2019/1946567""}"
1973971,patiotuerca,2026-08-20T21:28:16Z,,Great Wall,WINGLE,2019,154000,Aire Acondicionado,Quito,Manual,2.4 CC,Gasolina,4 x 2,Dorado,2.4 CC,Manual,Hidráulica,Tela,Fijo,,2026-08-20T21:28:16Z,Dorado,16v,1973971,https://ecuador.patiotuerca.com/vehicle/autos-great-wall-wingle-quito-2019/1973971,"{""id_record"": ""1973971"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""154.000 Kms"", ""Publicación"": ""#1973971"", ""Tipo de pago"": ""Fijo"", ""Precio contado"": ""$15.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1973971"", ""Marca"": ""Great Wall"", ""Modelo"": ""WINGLE"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""154.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Dorado"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2.4 CC"", ""Tipo de motor"": ""16v""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-great-wall-wingle-quito-2019/1973971""}"
1981464,patiotuerca,2026-08-20T21:28:16Z,,Hyundai,Creta GS,2019,133000,Aire Acondicionado,Quito,Manual,1600 CC,Gasolina,4 x 2,Blanco,1600 CC,Manual,Asistida,Cuero,Negociable,,2026-08-20T21:28:16Z,Blanco,ND,1981464,https://ecuador.patiotuerca.com/vehicle/autos-hyundai-creta-gs-quito-2019/1981464,"{""id_record"": ""1981464"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""133.000 Kms"", ""Publicación"": ""#1981464"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$18.500 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981464"", ""Marca"": ""Hyundai"", ""Modelo"": ""Creta GS"", ""Subtipo"": ""Crossover"", ""Recorrido"": ""133.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Asistida"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1600 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-hyundai-creta-gs-quito-2019/1981464""}"
1978093,patiotuerca,2026-08-20T21:28:16Z,,Hyundai,Sonata Fe,2019,80775,Aire Acondicionado,Otavalo,Automática,2000 CC,Híbrido,4 x 2,Blanco,2000 CC,Automática,Asistida,Cuero,Negociable,,2026-08-20T21:28:16Z,Blanco,ND,1978093,https://ecuador.patiotuerca.com/vehicle/autos-hyundai-sonata-fe-otavalo-2019/1978093,"{""id_record"": ""1978093"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Otavalo"", ""Recorrido"": ""80.775 Kms"", ""Publicación"": ""#1978093"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$15.990 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1978093"", ""Marca"": ""Hyundai"", ""Modelo"": ""Sonata Fe"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""80.775 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Asistida"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Híbrido"", ""Cilindraje"": ""2000 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-hyundai-sonata-fe-otavalo-2019/1978093""}"
1913406,patiotuerca,2026-08-20T21:28:16Z,,Jeep,Compass,2019,88889,Climatizador,Guayaquil,Automática,2400 CC,Gasolina,4 x 2,Rojo,2400 CC,Automática,Electrónica,Cuero,Negociable,,2026-08-20T21:28:16Z,Rojo,ND,1913406,https://ecuador.patiotuerca.com/vehicle/autos-jeep-compass-guayaquil-2019/1913406,"{""id_record"": ""1913406"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Guayaquil"", ""Recorrido"": ""88.889 Kms"", ""Publicación"": ""#1913406"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$17.600 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1913406"", ""Marca"": ""Jeep"", ""Modelo"": ""Compass"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""88.889 Kms"", ""Sistema de climatización"": ""Climatizador"", ""Tracción"": ""4 x 2"", ""Color"": ""Rojo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2400 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-jeep-compass-guayaquil-2019/1913406""}"
1976269,patiotuerca,2026-08-20T21:28:16Z,,Jeep,New Compass Sport,2019,68000,Aire Acondicionado,Quito,Automática,ND,Gasolina,4 x 2,Plomo,ND,Automática,Asistida,Cuero,Negociable,,2026-08-20T21:28:16Z,Plomo,ND,1976269,https://ecuador.patiotuerca.com/vehicle/autos-jeep-new-compass-sport-quito-2019/1976269,"{""id_record"": ""1976269"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""68.000 Kms"", ""Publicación"": ""#1976269"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$17.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1976269"", ""Marca"": ""Jeep"", ""Modelo"": ""New Compass Sport"", ""Subtipo"": ""SUV"", ""Recorrido"": ""68.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Plomo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Asistida"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-jeep-new-compass-sport-quito-2019/1976269""}"
1979612,patiotuerca,2026-08-20T21:28:16Z,,Kia,Cerato,2019,243188,Aire Acondicionado,Manta,Manual,ND,Gasolina,4 x 2,Plomo,ND,Manual,ND,ND,Negociable,,2026-08-20T21:28:16Z,Plomo,ND,1979612,https://ecuador.patiotuerca.com/vehicle/autos-kia-cerato-manta-2019/1979612,"{""id_record"": ""1979612"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Manta"", ""Recorrido"": ""243.188 Kms"", ""Publicación"": ""#1979612"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$16.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1979612"", ""Marca"": ""Kia"", ""Modelo"": ""Cerato"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""243.188 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Plomo"", ""Transmisión"": ""Manual"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-kia-cerato-manta-2019/1979612""}"
1981609,patiotuerca,2026-08-20T21:28:16Z,,Kia,NIRO,2019,79396,Aire Acondicionado,Quito,Automática,1600 CC,Híbrido,4 x 2,Rojo,1600 CC,Automática,Electrónica,Tela,Negociable,,2026-08-20T21:28:16Z,Rojo,4 CILINDROS,1981609,https://ecuador.patiotuerca.com/vehicle/autos-kia-niro-quito-2019/1981609,"{""id_record"": ""1981609"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""79.396 Kms"", ""Publicación"": ""#1981609"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$16.470 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981609"", ""Marca"": ""Kia"", ""Modelo"": ""NIRO"", ""Subtipo"": ""Crossover"", ""Recorrido"": ""79.396 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Rojo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Híbrido"", ""Cilindraje"": ""1600 CC"", ""Tipo de motor"": ""4 CILINDROS""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-kia-niro-quito-2019/1981609""}"
1981606,patiotuerca,2026-08-20T21:28:16Z,,Kia,Picanto,2019,67900,Aire Acondicionado,Quito,Manual,ND,Gasolina,4 x 2,Celeste,ND,Manual,Asistida,Tela,Negociable,,2026-08-20T21:28:16Z,Celeste,ND,1981606,https://ecuador.patiotuerca.com/vehicle/autos-kia-picanto-quito-2019/1981606,"{""id_record"": ""1981606"", ""summary"": {""Año"": ""2019"", ""Ciudad"": ""Quito"", ""Recorrido"": ""67.900 Kms"", ""Publicación"": ""#1981606"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$13.600 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981606"", ""Marca"": ""Kia"", ""Modelo"": ""Picanto"", ""Subtipo"": ""Hatchback (5 Puertas)"", ""Recorrido"": ""67.900 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Celeste"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Asistida"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-kia-picanto-quito-2019/1981606""}"
