id_record,source,fecha_scrape,placa,marca,modelo,anio,kilometraje,climateSystem,ciudad,transmision,motor,fuelType,traccion,color,motor,transmision,direccion,interiorType,typePago,descripcion,fecha_ingreso,color,motorType,productId,url,json
1975957,patiotuerca,2026-08-20T20:03:23Z,,Mercedes Benz,C43 AMG,2018,15694,Aire Acondicionado,Cuenca,Automática,ND,Gasolina,4 x 4,Plata,ND,Automática,Hidráulica,Cuero,Negociable,,2026-08-20T20:03:23Z,Plata,ND,1975957,https://ecuador.patiotuerca.com/vehicle/autos-mercedes-benz-c43-amg-cuenca-2018/1975957,"{""id_record"": ""1975957"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""15.694 Kms"", ""Publicación"": ""#1975957"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$77.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1975957"", ""Marca"": ""Mercedes Benz"", ""Modelo"": ""C43 AMG"", ""Subtipo"": ""Coupé"", ""Recorrido"": ""15.694 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-mercedes-benz-c43-amg-cuenca-2018/1975957""}"
1956777,patiotuerca,2026-08-20T20:03:23Z,,Mercedes Benz,CLA 250,2018,48000,Climatizador Bi-Zona,Cumbayá,Automática,2000 CC,Gasolina,AWD,Negro,2000 CC,Automática,Electrónica,Cuero,Negociable,,2026-08-20T20:03:23Z,Negro,2.0T DOHC 230HP,1956777,https://ecuador.patiotuerca.com/vehicle/autos-mercedes-benz-cla-250-cumbaya-2018/1956777,"{""id_record"": ""1956777"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Cumbayá"", ""Recorrido"": ""48.000 Kms"", ""Publicación"": ""#1956777"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$34.790 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1956777"", ""Marca"": ""Mercedes Benz"", ""Modelo"": ""CLA 250"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""48.000 Kms"", ""Sistema de climatización"": ""Climatizador Bi-Zona"", ""Tracción"": ""AWD"", ""Color"": ""Negro"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2000 CC"", ""Tipo de motor"": ""2.0T DOHC 230HP""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-mercedes-benz-cla-250-cumbaya-2018/1956777""}"
1965964,patiotuerca,2026-08-20T20:03:23Z,,Mitsubishi,Montero Sport,2018,134000,Aire Acondicionado,Quito,Automática,3000 CC,Gasolina,4 x 4,Negro,3000 CC,Automática,Electrónica,Cuero,Negociable,,2026-08-20T20:03:23Z,Negro,V6,1965964,https://ecuador.patiotuerca.com/vehicle/autos-mitsubishi-montero-sport-quito-2018/1965964,"{""id_record"": ""1965964"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""134.000 Kms"", ""Publicación"": ""#1965964"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$29.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1965964"", ""Marca"": ""Mitsubishi"", ""Modelo"": ""Montero Sport"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""134.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Negro"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""3000 CC"", ""Tipo de motor"": ""V6""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-mitsubishi-montero-sport-quito-2018/1965964""}"
1966481,patiotuerca,2026-08-20T20:03:23Z,,Nissan,Qashqai,2018,105000,Aire Acondicionado,Guayaquil,ND,ND,Gasolina,ND,Blanco,ND,ND,Hidráulica,Cuero,Negociable,,2026-08-20T20:03:23Z,Blanco,ND,1966481,https://ecuador.patiotuerca.com/vehicle/autos-nissan-qashqai-guayaquil-2018/1966481,"{""id_record"": ""1966481"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Guayaquil"", ""Recorrido"": ""105.000 Kms"", ""Publicación"": ""#1966481"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$16.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1966481"", ""Marca"": ""Nissan"", ""Modelo"": ""Qashqai"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""105.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-nissan-qashqai-guayaquil-2018/1966481""}"
1973164,patiotuerca,2026-08-20T20:03:23Z,,Nissan,xtrail  Advance,2018,75000,Climatizador Bi-Zona,Cuenca,Automática,2500 CC,Gasolina,ND,Plata,2500 CC,Automática,Asistida,ND,Fijo,,2026-08-20T20:03:23Z,Plata,ND,1973164,https://ecuador.patiotuerca.com/vehicle/autos-nissan-xtrail-advance-cuenca-2018/1973164,"{""id_record"": ""1973164"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Cuenca"", ""Recorrido"": ""75.000 Kms"", ""Publicación"": ""#1973164"", ""Tipo de pago"": ""Fijo"", ""Precio contado"": ""$21.500 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1973164"", ""Marca"": ""Nissan"", ""Modelo"": ""xtrail  Advance"", ""Subtipo"": ""SUV"", ""Recorrido"": ""75.000 Kms"", ""Sistema de climatización"": ""Climatizador Bi-Zona"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Asistida"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2500 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-nissan-xtrail-advance-cuenca-2018/1973164""}"
1977602,patiotuerca,2026-08-20T20:03:23Z,,Renault,Duster Expression,2018,155740,Aire Acondicionado,Quito,Manual,ND,Gasolina,4 x 2,Café,ND,Manual,Hidráulica,Otro,Fijo,,2026-08-20T20:03:23Z,Café,ND,1977602,https://ecuador.patiotuerca.com/vehicle/autos-renault-duster-expression-quito-2018/1977602,"{""id_record"": ""1977602"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""155.740 Kms"", ""Publicación"": ""#1977602"", ""Tipo de pago"": ""Fijo"", ""Precio contado"": ""$13.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1977602"", ""Marca"": ""Renault"", ""Modelo"": ""Duster Expression"", ""Subtipo"": ""SUV"", ""Recorrido"": ""155.740 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Café"", ""Vidrios"": ""Eléctricos delanteros"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Otro"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-renault-duster-expression-quito-2018/1977602""}"
1977134,patiotuerca,2026-08-20T20:03:23Z,,Skoda,Fabia Combi,2018,91000,Aire Acondicionado,Quito,Manual,1600 CC,Gasolina,4 x 2,Azul,1600 CC,Manual,Electrónica,Tela,Negociable,,2026-08-20T20:03:23Z,Azul,ND,1977134,https://ecuador.patiotuerca.com/vehicle/autos-skoda-fabia-combi-quito-2018/1977134,"{""id_record"": ""1977134"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""91.000 Kms"", ""Publicación"": ""#1977134"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$13.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1977134"", ""Marca"": ""Skoda"", ""Modelo"": ""Fabia Combi"", ""Subtipo"": ""Station Wagon"", ""Recorrido"": ""91.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Azul"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1600 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-skoda-fabia-combi-quito-2018/1977134""}"
1979394,patiotuerca,2026-08-20T20:03:23Z,,Suzuki,Grand Vitara SZ,2018,153000,Aire Acondicionado,Atuntaqui,Manual,2000 CC,Gasolina,4 x 2,Dorado,2000 CC,Manual,Hidráulica,Tela,Negociable,,2026-08-20T20:03:23Z,Dorado,4 En línea,1979394,https://ecuador.patiotuerca.com/vehicle/autos-suzuki-grand-vitara-sz-atuntaqui-2018/1979394,"{""id_record"": ""1979394"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Atuntaqui"", ""Recorrido"": ""153.000 Kms"", ""Publicación"": ""#1979394"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$14.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1979394"", ""Marca"": ""Suzuki"", ""Modelo"": ""Grand Vitara SZ"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""153.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Dorado"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2000 CC"", ""Tipo de motor"": ""4 En línea""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-suzuki-grand-vitara-sz-atuntaqui-2018/1979394""}"
1975863,patiotuerca,2026-08-20T20:03:23Z,,Suzuki,Grand Vitara SZ,2018,120000,ND,Quito,Manual,ND,ND,ND,Blanco,ND,Manual,ND,ND,Negociable,,2026-08-20T20:03:23Z,Blanco,ND,1975863,https://ecuador.patiotuerca.com/vehicle/autos-suzuki-grand-vitara-sz-quito-2018/1975863,"{""id_record"": ""1975863"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""120.000 Kms"", ""Publicación"": ""#1975863"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$13.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1975863"", ""Marca"": ""Suzuki"", ""Modelo"": ""Grand Vitara SZ"", ""Subtipo"": ""Hatchback (5 Puertas)"", ""Recorrido"": ""120.000 Kms"", ""Color"": ""Blanco"", ""Transmisión"": ""Manual""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-suzuki-grand-vitara-sz-quito-2018/1975863""}"
1964864,patiotuerca,2026-08-20T20:03:23Z,,Toyota,Hilux CD 4x2,2018,97000,Aire Acondicionado,Ambato,Manual,2700 CC,Gasolina,4 x 2,Rojo,2700 CC,Manual,Hidráulica,Otro,Negociable,,2026-08-20T20:03:23Z,Rojo,ND,1964864,https://ecuador.patiotuerca.com/vehicle/autos-toyota-hilux-cd-4x2-ambato-2018/1964864,"{""id_record"": ""1964864"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Ambato"", ""Recorrido"": ""97.000 Kms"", ""Publicación"": ""#1964864"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$30.400 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1964864"", ""Marca"": ""Toyota"", ""Modelo"": ""Hilux CD 4x2"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""97.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Rojo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Otro"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2700 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-toyota-hilux-cd-4x2-ambato-2018/1964864""}"
1979170,patiotuerca,2026-08-20T20:03:23Z,,Toyota,New Fortuner,2018,118738,Aire Acondicionado,Quito,Manual,2700 CC,Gasolina,4 x 4,Café,2700 CC,Manual,Asistida,Cuero,Negociable,,2026-08-20T20:03:23Z,Café,ND,1979170,https://ecuador.patiotuerca.com/vehicle/autos-toyota-new-fortuner-quito-2018/1979170,"{""id_record"": ""1979170"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""118.738 Kms"", ""Publicación"": ""#1979170"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$34.990 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1979170"", ""Marca"": ""Toyota"", ""Modelo"": ""New Fortuner"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""118.738 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Café"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Asistida"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2700 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-toyota-new-fortuner-quito-2018/1979170""}"
1969181,patiotuerca,2026-08-20T20:03:23Z,,Toyota,Tacoma Trd Pro,2018,99480,Aire Acondicionado,Cumbayá,Manual,3500 CC,Gasolina,4 x 4,Negro,3500 CC,Manual,Hidráulica,Cuero,Negociable,,2026-08-20T20:03:23Z,Negro,V6 3.5 litros D,1969181,https://ecuador.patiotuerca.com/vehicle/autos-toyota-tacoma-trd-pro-cumbaya-2018/1969181,"{""id_record"": ""1969181"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Cumbayá"", ""Recorrido"": ""99.480 Kms"", ""Publicación"": ""#1969181"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$85.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1969181"", ""Marca"": ""Toyota"", ""Modelo"": ""Tacoma Trd Pro"", ""Subtipo"": ""Camioneta Doble Cabina"", ""Recorrido"": ""99.480 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 4"", ""Color"": ""Negro"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""3500 CC"", ""Tipo de motor"": ""V6 3.5 litros D""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-toyota-tacoma-trd-pro-cumbaya-2018/1969181""}"
1979868,patiotuerca,2026-08-20T20:03:23Z,,Toyota,Yaris,2018,84000,Aire Acondicionado,Loja,Automática,1500 CC,Gasolina,4 x 2,Negro,1500 CC,Automática,Hidráulica,Tela,Negociable,,2026-08-20T20:03:23Z,Negro,ND,1979868,https://ecuador.patiotuerca.com/vehicle/autos-toyota-yaris-loja-2018/1979868,"{""id_record"": ""1979868"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Loja"", ""Recorrido"": ""84.000 Kms"", ""Publicación"": ""#1979868"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$14.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1979868"", ""Marca"": ""Toyota"", ""Modelo"": ""Yaris"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""84.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Negro"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1500 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-toyota-yaris-loja-2018/1979868""}"
1967663,patiotuerca,2026-08-20T20:03:23Z,,Volkswagen,POLO CONFORTLINE,2018,121100,Aire Acondicionado,Quito,Automática,ND,Gasolina,4 x 2,Plata,ND,Automática,ND,ND,Negociable,,2026-08-20T20:03:23Z,Plata,ND,1967663,https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-polo-confortline-quito-2018/1967663,"{""id_record"": ""1967663"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""121.100 Kms"", ""Publicación"": ""#1967663"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$11.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1967663"", ""Marca"": ""Volkswagen"", ""Modelo"": ""POLO CONFORTLINE"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""121.100 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-polo-confortline-quito-2018/1967663""}"
1981404,patiotuerca,2026-08-20T20:03:23Z,,Volkswagen,Polo Trendline,2018,113000,Aire Acondicionado,Quito,Manual,1600 CC,Gasolina,4 x 2,Plata,1600 CC,Manual,Hidráulica,Otro,Negociable,,2026-08-20T20:03:23Z,Plata,ND,1981404,https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-polo-trendline-quito-2018/1981404,"{""id_record"": ""1981404"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""113.000 Kms"", ""Publicación"": ""#1981404"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$12.999 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1981404"", ""Marca"": ""Volkswagen"", ""Modelo"": ""Polo Trendline"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""113.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Otro"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1600 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-polo-trendline-quito-2018/1981404""}"
1969614,patiotuerca,2026-08-20T20:03:23Z,,Volkswagen,Tiguan Trendline,2018,120000,Aire Acondicionado,Atuntaqui,Automática,2000 CC,Gasolina,AWD,Plata,2000 CC,Automática,Hidráulica,Tela,Negociable,,2026-08-20T20:03:23Z,Plata,4L,1969614,https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-tiguan-trendline-atuntaqui-2018/1969614,"{""id_record"": ""1969614"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Atuntaqui"", ""Recorrido"": ""120.000 Kms"", ""Publicación"": ""#1969614"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$20.900 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1969614"", ""Marca"": ""Volkswagen"", ""Modelo"": ""Tiguan Trendline"", ""Subtipo"": ""SUV"", ""Recorrido"": ""120.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""AWD"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Tela"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2000 CC"", ""Tipo de motor"": ""4L""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-volkswagen-tiguan-trendline-atuntaqui-2018/1969614""}"
1969169,patiotuerca,2026-08-20T20:03:23Z,,Audi,Q5 quattro,2018,81000,Climatizador Bi-Zona,Quito,Automática,ND,Gasolina,AWD,ND,ND,Automática,ND,Cuero,Negociable,,2026-08-20T20:03:23Z,ND,ND,1969169,https://ecuador.patiotuerca.com/vehicle/autos-audi-q5-quattro-quito-2018/1969169,"{""id_record"": ""1969169"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""81.000 Kms"", ""Publicación"": ""#1969169"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$31.500 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1969169"", ""Marca"": ""Audi"", ""Modelo"": ""Q5 quattro"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""81.000 Kms"", ""Sistema de climatización"": ""Climatizador Bi-Zona"", ""Tracción"": ""AWD"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-audi-q5-quattro-quito-2018/1969169""}"
1953038,patiotuerca,2026-08-20T20:03:23Z,,Audi,Q5 quattro,2018,95000,Aire Acondicionado,Samborondón,Automática,2000 CC,Gasolina,AWD,Plata,2000 CC,Automática,Electrónica,Cuero,Negociable,,2026-08-20T20:03:23Z,Plata,ND,1953038,https://ecuador.patiotuerca.com/vehicle/autos-audi-q5-quattro-samborondon-2018/1953038,"{""id_record"": ""1953038"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Samborondón"", ""Recorrido"": ""95.000 Kms"", ""Publicación"": ""#1953038"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$28.000 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1953038"", ""Marca"": ""Audi"", ""Modelo"": ""Q5 quattro"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""95.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""AWD"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Dirección"": ""Electrónica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2000 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-audi-q5-quattro-samborondon-2018/1953038""}"
1969167,patiotuerca,2026-08-20T20:03:23Z,,Audi,Q5,2018,81000,Climatizador Bi-Zona,Quito,Automática,2000 CC,Gasolina,AWD,Plomo,2000 CC,Automática,ND,Cuero,Negociable,,2026-08-20T20:03:23Z,Plomo,ND,1969167,https://ecuador.patiotuerca.com/vehicle/autos-audi-q5-quito-2018/1969167,"{""id_record"": ""1969167"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""81.000 Kms"", ""Publicación"": ""#1969167"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$31.500 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1969167"", ""Marca"": ""Audi"", ""Modelo"": ""Q5"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""81.000 Kms"", ""Sistema de climatización"": ""Climatizador Bi-Zona"", ""Tracción"": ""AWD"", ""Color"": ""Plomo"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Automática"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""2000 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-audi-q5-quito-2018/1969167""}"
1979462,patiotuerca,2026-08-20T20:03:23Z,,BYD,F3,2018,86000,Aire Acondicionado,Quito,Manual,1500 CC,Gasolina,4 x 2,Plata,1500 CC,Manual,Hidráulica,Cuero,Negociable,,2026-08-20T20:03:23Z,Plata,16v,1979462,https://ecuador.patiotuerca.com/vehicle/autos-byd-f3-quito-2018/1979462,"{""id_record"": ""1979462"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""86.000 Kms"", ""Publicación"": ""#1979462"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$7.200 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1979462"", ""Marca"": ""BYD"", ""Modelo"": ""F3"", ""Subtipo"": ""Sedán"", ""Recorrido"": ""86.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Plata"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1500 CC"", ""Tipo de motor"": ""16v""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-byd-f3-quito-2018/1979462""}"
1928090,patiotuerca,2026-08-20T20:03:23Z,,BYD,Yuan GLX LF,2018,159000,Aire Acondicionado,Guayaquil,Manual,1500 CC,Gasolina,4 x 2,Blanco,1500 CC,Manual,Hidráulica,Cuero,Negociable,,2026-08-20T20:03:23Z,Blanco,ND,1928090,https://ecuador.patiotuerca.com/vehicle/autos-byd-yuan-glx-lf-guayaquil-2018/1928090,"{""id_record"": ""1928090"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Guayaquil"", ""Recorrido"": ""159.000 Kms"", ""Publicación"": ""#1928090"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$12.800 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1928090"", ""Marca"": ""BYD"", ""Modelo"": ""Yuan GLX LF"", ""Subtipo"": ""Todoterreno"", ""Recorrido"": ""159.000 Kms"", ""Sistema de climatización"": ""Aire Acondicionado"", ""Tracción"": ""4 x 2"", ""Color"": ""Blanco"", ""Vidrios"": ""Eléctricos"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Cuero"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""1500 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-byd-yuan-glx-lf-guayaquil-2018/1928090""}"
1979159,patiotuerca,2026-08-20T20:03:23Z,,Chevrolet,Spark Life,2018,150515,Calefacción,Quito,Manual,995 CC,Gasolina,4 x 2,Azul,995 CC,Manual,Hidráulica,Corosil,Negociable,,2026-08-20T20:03:23Z,Azul,ND,1979159,https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-life-quito-2018/1979159,"{""id_record"": ""1979159"", ""summary"": {""Año"": ""2018"", ""Ciudad"": ""Quito"", ""Recorrido"": ""150.515 Kms"", ""Publicación"": ""#1979159"", ""Tipo de pago"": ""Negociable"", ""Precio contado"": ""$8.740 USD""}, ""ficha_tecnica"": {""Publicación"": ""#1979159"", ""Marca"": ""Chevrolet"", ""Modelo"": ""Spark Life"", ""Subtipo"": ""Hatchback (5 Puertas)"", ""Recorrido"": ""150.515 Kms"", ""Sistema de climatización"": ""Calefacción"", ""Tracción"": ""4 x 2"", ""Color"": ""Azul"", ""Vidrios"": ""Manuales"", ""Transmisión"": ""Manual"", ""Dirección"": ""Hidráulica"", ""Tapizado"": ""Corosil"", ""Combustible"": ""Gasolina"", ""Cilindraje"": ""995 CC""}, ""url"": ""https://ecuador.patiotuerca.com/vehicle/autos-chevrolet-spark-life-quito-2018/1979159""}"
