ID,AÑO,PRECIO,MARCA,MODELO,KILOMETRAJE,MOTOR,TRANSMISION,FECHA_INGRESO,VIGENCIA
1925019,2025,22970.0,KIA,SONET,26550,4000,AUTOMÁTICA,2025-10-20,Activo
